domain,id,description,phone_corp,region,discovered_at,relevance_score,category,name,url,email_corp,address,source_url,last_updated,is_active
tucomercio.cl,68,"Tus datos personales se utilizarán para dar soporte a tu experiencia en este sitio web, para gestionar el acceso a tu cuenta y para otros fines descritos en nuestra política de privacidad",+56 47581463,,2026-03-23 13:55:44.437282,0.6,prefabricada,CASAS PREFABRICADAS Y TRANSPORTES TORRES,https://tucomercio.cl/tienda/casas-prefabricadas-y-transportes-torres/,tucomercio@coyhaique.cl,,https://tucomercio.cl/tienda/casas-prefabricadas-y-transportes-torres/,2026-03-23 13:55:44.437287,True
casasprefabricadascf.cl,69,"En Metalkit entregamos el más completo servicio de despacho de casas prefabricadas en la Región de Atacama, considerando la carga y descarga de la casa modular y todos sus materiales en el terreno que el cliente disponga.",+56 5805 6559,,2026-03-23 13:55:58.873716,0.2,modular,Casas METALKIT,https://www.casasprefabricadascf.cl/despacho-de-casas-prefabricadas-en-atacama.php,ventas@metalkit.cl,,https://www.casasprefabricadascf.cl/despacho-de-casas-prefabricadas-en-atacama.php,2026-03-23 13:55:58.873721,True
hotelplazacolonarica.cl,70,"HORMIHOUSE en Iquique ofrece casas prefabricadas y kits para construir tu cabaña o alojamiento en Chile. Analizamos sus pros, contras y si es tu opción.",,,2026-03-23 13:56:30.374724,0.2,modular,Hoteles en Chile,https://www.hotelplazacolonarica.cl/hotel/hormihouse-casas-prefabricadas-y-kit-de-autoconstruccion-iquique/,,,https://www.hotelplazacolonarica.cl/hotel/hormihouse-casas-prefabricadas-y-kit-de-autoconstruccion-iquique/,2026-03-23 13:56:30.374728,True
ayma.cl,71,"Las viviendas modulares en Chile han dejado de ser una novedad para transformarse en una tendencia en crecimiento. Ya no se ven solo como soluciones de emergencia o infraestructura temporal, sino como alternativas viables para hogares permanentes.",,,2026-03-23 14:03:54.678601,0.6,modular,Viviendas Modulares en Chile: De la Construcción Rápida a la Sustentabilidad – AYMA,https://ayma.cl/viviendas-modulares-en-chile-de-la-construccion-rapida-a-la-sustentabilidad/,,,https://ayma.cl/viviendas-modulares-en-chile-de-la-construccion-rapida-a-la-sustentabilidad/,2026-03-23 14:03:54.678606,True
casaslinares.cl,72,"Casas ByC | Empresa dedicada a la confección y venta de casas prefabricadas y diversos artículos de madera. Ignacio Chacón 1391, Linares, Región del Maule.",+56 96999011,,2026-03-23 14:04:41.518385,0.2,modular,casaslinares,https://www.casaslinares.cl/,maderasboada@hotmail.com,,https://www.casaslinares.cl/,2026-03-23 14:04:41.518391,True
ecoframe.cl,73,"Descubre casas prefabricadas en Chiloé, diseñadas para el clima del sur. Calidad, confort y rapidez en la construcción. ¡Cotiza tu hogar ideal aquí!",,,2026-03-23 14:05:17.887521,0.6,prefabricada,Casas Prefabricadas - Ecoframe,https://ecoframe.cl/casa-en-el-sur-de-chile/casas-prefabricadas-en-chiloe/,info@ecoframe.cl,,https://ecoframe.cl/casa-en-el-sur-de-chile/casas-prefabricadas-en-chiloe/,2026-03-23 14:05:17.887527,True
buscapirque.cl,74,"Sip Project es una empresa comprometida con la innovación y el desarrollo sostenible en la construcción. Nos especializamos en la fabricación y venta de paneles SIP (Structural Insulated Panels), ofreciendo soluciones eficientes, resistentes y tér...",,,2026-03-23 14:05:28.601161,0.2,SIP,Buscapirque.cl,https://buscapirque.cl/listing/sip-project-chile/,,,https://buscapirque.cl/listing/sip-project-chile/,2026-03-23 14:05:28.601167,True
casasprefabricadasellitoral.cl,75,"En Casas Prefabricadas El Litoral nos dedicamos a la construccion de casas prefabricadas a nivel nacional , tenemos 12 años de experiencia en el mercado.",+56 8836 9466,,2026-03-23 14:05:37.167885,0.6,prefabricada,Casas El Litoral – Casas Prefabricadas,https://casasprefabricadasellitoral.cl/,,,https://casasprefabricadasellitoral.cl/,2026-03-23 14:05:37.167889,True
casasval.cl,76,"Casas prefabricadas en Chile, casas modulares, cabañas prefabricadas, cabañas de madera, casas modulares. Fotos, planos y mucho más. Llegamos a todo Chile.",,,2026-03-23 14:05:41.357884,0.4,prefabricada,CASAS VAL,https://casasval.cl/,,,https://casasval.cl/,2026-03-23 14:05:41.357889,True
eltoke.cl,77,"El Toke Ltda , Diseño y construccion de Casas Modulares Bioclimaticas, Remodelaciones, Cierres Vidriados, Juegos Infantiles y Muebles Interiores y Exteriores, Quinchos y Terrazas.",+56 7798 3103,,2026-03-23 14:05:42.301500,0.2,modular,EL TOKE LTDA,https://www.eltoke.cl/,Info@eltoke.cl,,https://www.eltoke.cl/,2026-03-23 14:05:42.301507,True
construex.cl,78,Casas Prefabricadas Curicó se especializa en la venta de casas prefabricadas de madera de diversos tipos. Ofrecemos soluciones habitacionales prefabricadas con diseños y estilos variados para satisfacer las necesidades de nuestros clientes. Nuestr...,+56 35661495,,2026-03-23 14:05:44.997783,0.6,prefabricada,Casas Prefabricadas Curicó,https://www.construex.cl/exhibidores/casas_prefabricadas_curico,,,https://www.construex.cl/exhibidores/casas_prefabricadas_curico,2026-03-23 14:05:44.997787,True
youtube.com,79,"Te enseñamos una de nuestras casas prefabricadas: 𝕍𝕚𝕝𝕝𝕒 𝔸𝕔𝕠𝕟𝕔𝕒𝕘𝕦𝕒. ¡No te la pierdas!❤️‍🔥💥🏠 45,70 m2, 3 habitaciones y 1 baño a un precio de...",,,2026-03-23 14:06:13.244326,0.2,prefabricada,YouTube,https://www.youtube.com/watch?v=F2Z6q-L7f2g,,,https://www.youtube.com/watch?v=F2Z6q-L7f2g,2026-03-23 14:06:13.244330,True
casasprefabricadasvaldivia.cl,80,Somos una empresa Valdiviana liderada por profesionales en el área de la construcción con mas de 5 años de experiencia en el rubro y más de 50.000 metros cuadrados construidos en la región de Los Ríos.,+56 30282442,,2026-03-23 14:06:22.139333,0.6,prefabricada,CASAS PREFABRICADAS,https://www.casasprefabricadasvaldivia.cl/quienes-somos/,+56930282442contacto@casasprefabricadasvaldivia.cl,,https://www.casasprefabricadasvaldivia.cl/quienes-somos/,2026-03-23 14:06:22.139337,True
casasazocar.cl,81,"Derechos reservados, casas azocar 2021, casasazocar.cl Creado por Poder Creativo",+56 8419 1774,,2026-03-23 14:07:00.086620,0.6,prefabricada,Casas Azocar – Casas Prefabricadas,https://www.casasazocar.cl/,info@casasazocar.cl,,https://www.casasazocar.cl/,2026-03-23 14:07:00.086624,True
casasprenchil.cl,82,"¿Necesitas una casa prefabricada en Calama o sus cercanías? Aquí tienes lo que necesitas.Distintos tipos, todos los modelos, características y detalles que debes conocer antes de comprar tu casa.Encuentra, compara y cotiza",,,2026-03-23 14:07:19.073430,0.6,SIP,Casas Prefabricadas en Chile,https://casasprenchil.cl/ubicacion/antofagasta/calama/,,,https://casasprenchil.cl/ubicacion/antofagasta/calama/,2026-03-23 14:07:19.073434,True
casasconstrufast.cl,83,Construfast ofrece casas prefabricadas de alta calidad y soluciones modulares utilizando paneles SIP y Metalcon. Encuentra la opciÃ³n que se adapte a tu presupuesto y obtÃ©n tu hogar en tiempo rÃ©cord.,+56 8964 2177,,2026-03-23 14:07:25.158040,0.4,SIP,Construfast,https://www.casasconstrufast.cl/llave-en-mano,info@casasconstrufast.clInstagram,,https://www.casasconstrufast.cl/llave-en-mano,2026-03-23 14:07:25.158044,True
arkubic.cl,84,ARKUBIC.CL es una empresa que nace con el objetivo de ofrecer casas prefabricadas de calidad superior y a un precio competitivo dentro del mercado.,+56 7821 6360,,2026-03-23 14:07:37.474523,0.6,prefabricada,Arkubic – Casas Prefabricadas,https://arkubic.cl/,,,https://arkubic.cl/,2026-03-23 14:07:37.474527,True
casasriobueno.cl,85,¿Tienes una idea en mente?También puedes cotizar tu proyecto a medida y construir la casa que realmente quieres.,+56 9196 1165,,2026-03-23 14:07:56.322875,0.6,SIP,Casas Prefabricadas Río Bueno,https://casasriobueno.cl/,,,https://casasriobueno.cl/,2026-03-23 14:07:56.322880,True
cl.linkedin.com,86,Grupo Casas O&#39;Higgins | 430 seguidores en LinkedIn. Empresa líder en construcción de Casas Prefabricadas Industrializadas. | Casas O&#39;Higgins es una empresa dedicada a la fabricación de Casas Prefabricadas Industrializadas.,,,2026-03-23 14:08:02.208617,0.2,modular,Grupo Casas O'Higgins,https://cl.linkedin.com/company/casas-o-higgins-spa,,,https://cl.linkedin.com/company/casas-o-higgins-spa,2026-03-23 14:08:02.208621,True
casaslacustre.cl,87,"Casas prefabricadas en Chile, casas modulares, cabañas prefabricadas, cabañas de madera, casas modulares. Fotos, planos y más. Cotiza ahora sin Compromiso!.",+56 9039 0773,,2026-03-23 14:08:05.073101,0.4,prefabricada,La custre - El Sueño De Su Casa Propia A Un Precio Justo.,https://casaslacustre.cl/,ventas@casaslacustre.cl,,https://casaslacustre.cl/,2026-03-23 14:08:05.073110,True
casasamerica.cl,88,Construimos tu casa llave en mano desde: 16 UF el m2. COTIZA TU CASA AQUÍ ¿Por qué elegir Casas Caballero? Precio justo y fijo Diseños para cada familia 30 años de experiencia CONSTRUCTORA DE CASAS PREFABRICADAS Somos una empresa de construcción d...,+56 2310 5779,,2026-03-23 14:08:08.229248,0.6,prefabricada,"Modelos Casas Prefabricadas Metalcon. Casas llave en mano, Santiago -",https://www.casasamerica.cl/,info@casascaballero.cl,,https://www.casasamerica.cl/,2026-03-23 14:08:08.229252,True
casascopiapo.cl,89,"Venta de cabañas, piezas y casas prefabricadas. Contamos con servicio de venta, traslado y armado. Tenemos los mejores precios del mercado. Somo número 1, en diseños, valores y disponibilidad para nuestros clientes.",+56 7426 4545,,2026-03-23 14:08:15.438734,0.2,prefabricada,CASAS COPIAPÓ,https://casascopiapo.cl/,contacto@casascopiapo.cl,,https://casascopiapo.cl/,2026-03-23 14:08:15.438743,True
casasdellago.cl,90,"En Casas Prefabricadas del Lago entregamos un servicio integral, tomamos su proyecto desde el inicio hasta brindar el servicio de armado.",,,2026-03-23 14:09:20.093985,0.6,prefabricada,Casas Prefabricadas del Lago,https://casasdellago.cl/,casasdellagochile@gmail.com,,https://casasdellago.cl/,2026-03-23 14:09:20.093989,True
casascubo.cl,91,"Casas cubo, constructora dedicada a la fabricaciÃ³n de casa exclusivas, sistema metalcom, panel sip, albaÃ±ilerÃ­a, hormigÃ³n armado, EIFS, covintec, prefabricadas con diseÃ±os exclusivos y personalizados.",,,2026-03-23 14:09:24.908374,0.2,SIP,casa-cubo,https://www.casascubo.cl/,INFOCASASCUBO@GMAIL.COM,,https://www.casascubo.cl/,2026-03-23 14:09:24.908378,True
casasprefabricadasramirez.ueniweb.com,92,Conoce Casas Prefabricadas Ramirez. Construimos casas prefabricadas soñadas y termopaneles. Consultanos.,+56 4451 7466,,2026-03-23 14:09:28.119822,0.6,prefabricada,Casas Prefabricadas Ramirez,https://casasprefabricadasramirez.ueniweb.com/,,,https://casasprefabricadasramirez.ueniweb.com/,2026-03-23 14:09:28.119827,True
casaskratercl.io,93,"Casas Krater construye casas prefabricadas a medida en la Región de La Araucanía, con diseño moderno y materiales de alta calidad. Te acompañamos en cada etapa, desde el diseño hasta la instalación",+56 76695286,,2026-03-23 14:09:29.213738,0.6,modular,CASAS PREFABRICADAS KRATER,https://www.casaskratercl.io/,976695286ana.p@casaskratercl.ioRuta,,https://www.casaskratercl.io/,2026-03-23 14:09:29.213742,True
prosip.cl,94,"Construye con nuestros packs de paneles SIP de autoconstrucción. Revisa nuestro catálogo de modelos para uso habitacional, salas de trabajo y espacios multiuso.",+56 3754 0278,,2026-03-23 14:09:54.671254,0.2,SIP,Prosip,https://www.prosip.cl/,,,https://www.prosip.cl/,2026-03-23 14:09:54.671259,True
l2arquitectura.cl,95,"Exploramos cómo las casas modulares permiten construir de forma rápida y sustentable, reduciendo residuos, tiempos de obra y emisiones. Conoce los sistemas que usamos en L2 Arquitectura y sus beneficios económicos, funcionales y medioambientales p...",,,2026-03-23 14:10:30.076281,0.2,SIP,L2arquitectura,https://www.l2arquitectura.cl/l/casas-modulares-sustentables-rapidez-eficiencia-y-bajo-impacto-ambiental/,,,https://www.l2arquitectura.cl/l/casas-modulares-sustentables-rapidez-eficiencia-y-bajo-impacto-ambiental/,2026-03-23 14:10:30.076285,True
linkhome.cl,96,"Casas modulares personalizadas: En Linkhome, te brindamos la libertad de diseñar tu hogar a medida, adaptándolo completamente a tus necesidades y estilo de vida. Vive la experiencia de crear un espacio único que refleje tu identidad, y hazlo reali...",,,2026-03-23 14:10:38.088098,0.6,modular,Linkhome – Casas Modulares,https://linkhome.cl/,,,https://linkhome.cl/,2026-03-23 14:10:38.088105,True
casasohiggins.cl,97,"Casas Prefabricadas Industrializadas: Innovadoras, ecológicas y rápidas de construir. Diseños personalizados a tu gusto. ¡Descubre la mejor opción en vivienda hoy!",+56 22753385,,2026-03-23 14:10:56.126202,0.2,prefabricada,Casas O'Higgins,https://casasohiggins.cl/,ventas@casasohiggins.cl,,https://casasohiggins.cl/,2026-03-23 14:10:56.126208,True
casaslaminga.cl,98,Descubre nuestras casas prefabricadas en ChiloÃ©. Ofrecemos kits desde construcciÃ³n bÃ¡sica hasta llave en mano. Personaliza tu hogar ideal y solicita un presupuesto a medida. Â¡Construye con nosotros y vive la experiencia de un hogar Ãºnico!,+56 4095 7264,,2026-03-23 14:11:30.211892,0.6,prefabricada,Casas Prefabricadas la Minga,https://casaslaminga.cl/,proyectoinfo@casasminga.com,,https://casaslaminga.cl/,2026-03-23 14:11:30.211899,True
vlex.cl,99,CASAS PREFABRICADAS ACONCAGUA SpA,,,2026-03-23 14:12:02.011916,0.2,prefabricada,vLex,https://vlex.cl/vid/casas-prefabricadas-aconcagua-spa-1044920423,consultas@diarioficial.cl,,https://vlex.cl/vid/casas-prefabricadas-aconcagua-spa-1044920423,2026-03-23 14:12:02.011920,True
servipro.cl,100,"Los paneles SIP son una estructura para construcción, con alta eficiencia aislante fabricado con dos tableros de OSB y un bloque de EPS.",+56 5702 3353,,2026-03-23 14:12:07.808178,0.2,SIP,SERVIPRO,https://servipro.cl/,contacto@servipro.cl,,https://servipro.cl/,2026-03-23 14:12:07.808183,True
tecnofast.cl,101,"¿Cómo los paneles SIP mejoran la eficiencia, reducen tiempos y optimizan procesos en la construcción industrializada? Ventajas y aplicaciones 2026",+56 27905000,,2026-03-23 14:12:39.364470,0.2,SIP,Tecno Fast | Oficinas Modulares | Hospitales Hoteles y Salud,https://tecnofast.cl/noticias/construccion-modular-en-chile-ventajas-aplicaciones-y-tendencias-para-el-2026/,cotizaciones@tecnofast.cl,,https://tecnofast.cl/noticias/construccion-modular-en-chile-ventajas-aplicaciones-y-tendencias-para-el-2026/,2026-03-23 14:12:39.364474,True
casasvichuquen.cl,102,"Además, los paneles SIP son una opción sostenible y ecológica, ya que están hechos de materiales reciclables y reducen la cantidad de residuos en la construcción.",,,2026-03-23 14:13:28.526991,0.8,SIP,Casas Prefabricadas Premium,https://casasvichuquen.cl/,,,https://casasvichuquen.cl/,2026-03-23 14:13:28.526995,True
casaselmirador.cl,103,,+56 81319228,,2026-03-23 14:13:34.181161,0.6,prefabricada,Casas El Mirador – Casas Prefabricadas Talca,https://casaselmirador.cl/,contacto@casaselmirador.cl,,https://casaselmirador.cl/,2026-03-23 14:13:34.181165,True
trupanel.cl,104,"TRUPANEL, Proveedor de Paneles SIP en Chile, como Paneles aislantes y paneles estructurales para la construcción. Paneles OSB, Panel Terciado, Panel Smart",+56 9430 2618,,2026-03-23 14:13:58.916155,0.6,SIP,Trupanel - Paneles SIP,https://trupanel.cl/,trupanel@trupanel.clMEDIOS,,https://trupanel.cl/,2026-03-23 14:13:58.916160,True
constructoragv.cl,105,"Las casas prefabricadas de lujo han emergido en el mercado nacional en Chile, como una opción deseada y distintiva en el mercado inmobiliario chileno, reflejando un compromiso con la calidad, el diseño innovador y la exclusividad. Estas residencia...",+56 2583 2001,,2026-03-23 14:14:00.444518,0.2,prefabricada,"Constructora Green Valley – Soluciones Integrales en Construcción - Diseño y construcción en Metalcon para viviendas modernas, seguras y eficientes. Constructora Green Valley: calidad, rapidez y precisión en cada proyecto",https://constructoragv.cl/estructuras-de-metalcon/que-son-las-casas-prefabricadas-de-alta-gama-en-chile/,contacto@casasgreenvalley.cl,,https://constructoragv.cl/estructuras-de-metalcon/que-son-las-casas-prefabricadas-de-alta-gama-en-chile/,2026-03-23 14:14:00.444522,True
instagram.com,106,No description available,,,2026-03-23 15:38:25.287591,0.0,desconocida,Instagram,https://www.instagram.com/casas_quintaregion/,,,https://www.instagram.com/casas_quintaregion/,2026-03-23 15:38:25.287601,True
trato-directo.mercadopublico.cl,107,Trato Directo,,,2026-03-23 15:38:26.546173,0.0,desconocida,Trato Directo,https://trato-directo.mercadopublico.cl/buscador-publico,,,https://trato-directo.mercadopublico.cl/buscador-publico,2026-03-23 15:38:26.546177,True
tiktok.com,108,No description available,,,2026-03-23 15:38:31.713856,0.0,desconocida,TikTok,https://www.tiktok.com/@casasvaleraortiz/video/7399338888960969989,,,https://www.tiktok.com/@casasvaleraortiz/video/7399338888960969989,2026-03-23 15:38:31.713860,True
casaschilespa.cl,109,¡Gracias! Estás un paso más cerca de tu nueva casa.,+56 6765 2158,,2026-03-23 15:38:33.146172,0.0,SIP,Casas Chile,https://casaschilespa.cl/morrillos-72m%C2%B2-coyhaique/,,,https://casaschilespa.cl/morrillos-72m%C2%B2-coyhaique/,2026-03-23 15:38:33.146176,True
alirocardenas.cl,110,"Si quieres que te contactemos para darle vida a tus ideas, háznoslo saber con solo tu correo electrónico",,,2026-03-23 15:38:34.882824,0.0,desconocida,Aliro Cardenas – Constructora Aliro Cardenas,https://alirocardenas.cl/,,,https://alirocardenas.cl/,2026-03-23 15:38:34.882828,True
construccionesprofesionales.cl,111,DESCARGA EL BROCHURE COMPLETO DE MODELOS DE CASAS A MARZO DE 2025,,,2026-03-23 15:38:42.633611,0.0,SIP,"Construcción de Casas con Paneles SIP, Metalcom, Containers y Hormigón Modular: Llave en Mano y Recepción Final. – CONSTRUCCIONES PROFESIONALES",https://construccionesprofesionales.cl/construccion-de-casas-modulares-panel-sip-hormigon-metalcom-chile/,,,https://construccionesprofesionales.cl/construccion-de-casas-modulares-panel-sip-hormigon-metalcom-chile/,2026-03-23 15:38:42.633616,True
ecomodulares.cl,112,"Ecomodulares es una empresa que construye módulos de vivienda armables y transportables al gusto del cliente, equipados y de instalción rápida.t",,,2026-03-23 15:38:48.773822,0.0,SIP,Ecomodulares,https://ecomodulares.cl/,contacto@ecomodulares.cl,,https://ecomodulares.cl/,2026-03-23 15:38:48.773826,True
iterrasur.cl,113,"Descubre la casa prefabricada modular Tecno Fast en la Región de Aysén. Este proyecto de 450m² cuenta con 5 dormitorios, 4 baños, y está construido con 15 módulos. Incluye living, comedor, cocina, logia, y chiflonera. Además, disfruta de un quinch...",+56 5007 9928,,2026-03-23 15:38:54.260570,0.0,modular,Inmobiliaria Terra Sur,https://www.iterrasur.cl/proyectos/blog-post-title-four-hxyy8-mbc7b-5znpz-kph3l-lee5w-mtrap-l2sjr-ybgp5-kgmp4-td7t3,contacto@iterrasur.cl,,https://www.iterrasur.cl/proyectos/blog-post-title-four-hxyy8-mbc7b-5znpz-kph3l-lee5w-mtrap-l2sjr-ybgp5-kgmp4-td7t3,2026-03-23 15:38:54.260574,True
casasarchipielago.cl,114,No description available,+56 87526829,,2026-03-23 15:38:56.642923,0.0,desconocida,Misitio 1,https://www.casasarchipielago.cl/,casasarchipielago@gmail.comLunes,,https://www.casasarchipielago.cl/,2026-03-23 15:38:56.642927,True
api.whatsapp.com,115,"WhatsApp Messenger: More than 2 billion people in over 180 countries use WhatsApp to stay in touch with friends and family, anytime and anywhere. WhatsApp is free and offers simple, secure, reliable messaging and calling, available on phones all o...",+56 2182 6959,,2026-03-23 15:38:57.532887,0.0,desconocida,WhatsApp.com,https://api.whatsapp.com/send?phone=56921826959,,,https://api.whatsapp.com/send?phone=56921826959,2026-03-23 15:38:57.532891,True
grau.cl,116,"Más de 130 años de reconocida experiencia, que sumada a la tecnología y gran capacidad de innovación, han permitido lograr un constante desarrollo de nuevos productos y servicios, cumpliendo con todas las expectativas y exigencias del mercado.",+56 51224403,,2026-03-23 15:39:07.930263,0.0,desconocida,Grau,https://www.grau.cl/?srsltid=AfmBOopNQxVHYm147W0BF8vubzv_AO3otlY13ZI3Qs0qcGM0VAueBBk6,contacto@grau.cl,,https://www.grau.cl/?srsltid=AfmBOopNQxVHYm147W0BF8vubzv_AO3otlY13ZI3Qs0qcGM0VAueBBk6,2026-03-23 15:39:07.930267,True
soloprefabricadas.cl,117,Reserva con un 50% y paga el resto al retirar Detalles de tecnologías Usamos exclusivamente madera sólida de construcción de alta calidad. Gracias a la…,,,2026-03-23 15:39:08.861402,0.0,prefabricada,SoloPrefabricadas.cl,https://soloprefabricadas.cl/explora/casa/modelo-pucon-lacustre,,,https://soloprefabricadas.cl/explora/casa/modelo-pucon-lacustre,2026-03-23 15:39:08.861406,True
casasquinchilca.cl,118,Casas personalizadas de alta gama en el Sur de Chile. Proyectos de construcción tradicional e innovadoras viviendas modulares. Desde Los Ángeles a Puerto Montt,,,2026-03-23 15:39:23.966748,0.0,desconocida,Casas Quinchilca,https://casasquinchilca.cl/,contacto@casasquinchilca.cl,,https://casasquinchilca.cl/,2026-03-23 15:39:23.966753,True
magisur.cl,119,Confía en Magisur.,+56 9824 5279,,2026-03-23 15:39:30.225994,0.0,desconocida,Magisur,https://magisur.cl/,contacto@focosur.cl,,https://magisur.cl/,2026-03-23 15:39:30.225999,True
domoselk.com,120,"Constructora de Domos y aerogeneradores en Patagonia, con más de 5 años de experiencia ubicados en Coyhaique. KIT DOMOS a todo Chile, con garantías y asesorías constructivas. Domos en Región Magallanes, Domos en Región Aysén, Domos en Región de lo...",,,2026-03-23 15:39:30.981093,0.0,desconocida,Domoselk,https://www.domoselk.com/,info@domoselk.com,,https://www.domoselk.com/,2026-03-23 15:39:30.981097,True
hcpcasas.cl,121,"Diseñamos, fabricamos e instalamos casas pre fabricadas en la zona de Puerto Montt, Chile y alrededores, cotiza con nosotros los mejores modelos",+56 20991768,,2026-03-23 15:39:42.149173,0.0,prefabricada,HCP,https://hcpcasas.cl/?srsltid=AfmBOopra-CMrwvgF9IO_kjXDjhYHnoLLjmO6sw8B_DptFAfIyEuuded,contacto@hcpcasas.cl,,https://hcpcasas.cl/?srsltid=AfmBOopra-CMrwvgF9IO_kjXDjhYHnoLLjmO6sw8B_DptFAfIyEuuded,2026-03-23 15:39:42.149177,True
vidrieriachimy.cl,122,"En Vidriería Chimy nos distinguimos por ofrecer productos y servicios de primer nivel. Servicio en Quilpué, Belloto, Villa Alemana y Viña del Mar. Especialistas en instalación de vidrios en distintos tipos de marcos.",,,2026-03-23 15:39:51.677026,0.0,desconocida,Vidrierías en Quilpué por Vidriería Chimy,https://www.vidrieriachimy.cl/,,,https://www.vidrieriachimy.cl/,2026-03-23 15:39:51.677030,True
soporte.habitissimo.com,123,No description available,,,2026-03-23 15:39:56.336652,0.0,desconocida,Servicio de Atención al Usuario,https://soporte.habitissimo.com/hc/es-419,,,https://soporte.habitissimo.com/hc/es-419,2026-03-23 15:39:56.336656,True
casasfabelsa.cl,124,"En Casas Fabelsa innovamos en la construcciÃ³n de Kit de Casas, con mÃ¡s de 12 aÃ±os de trayectoria entregando calidad en nuestros servicios.",+56 8948 5227,,2026-03-23 15:40:01.576382,0.0,desconocida,Casas Fabelsa,https://casasfabelsa.cl/,constructorafabelsa@gmail.com,,https://casasfabelsa.cl/,2026-03-23 15:40:01.576386,True
loow.cl,125,"Vive la experiencia Loow, Tiny Houses fabricadas con materiales de alta calidad y bajo impacto ambiental. Despachamos a todo Chile, cotiza.",+56 88185584,,2026-03-23 15:40:05.920940,0.0,desconocida,Loow Chile,https://loow.cl/,,,https://loow.cl/,2026-03-23 15:40:05.920944,True
chilecompra.cl,126,Dirección de Compra y Contratación Pública (ChileCompra),,,2026-03-23 15:40:08.086016,0.0,desconocida,» Políticas y Condiciones de Uso,http://www.chilecompra.cl/terminos-y-condiciones-de-uso/,,,http://www.chilecompra.cl/terminos-y-condiciones-de-uso/,2026-03-23 15:40:08.086020,True
amarillas.cl,127,"Inmobiliarias en Chile. Encuentre Sucursales, Teléfonos y Direcciones en Páginas Amarillas de Chile",,,2026-03-23 15:40:09.502382,0.0,desconocida,Inmobiliarias en Chile. Páginas Amarillas de Chile,https://www.amarillas.cl/b/inmobiliarias,,,https://www.amarillas.cl/b/inmobiliarias,2026-03-23 15:40:09.502386,True
cintac.cl,128,"Las construcciones han evolucionado de gran manera hoy en día, por lo que es importante conocer la construcción en Vulcometal o Metalcon.",+56 24849200,,2026-03-23 15:40:10.073196,0.0,SIP,Construcción en Vulcometal o Metalcon,https://www.cintac.cl/el-vulcometal-o-metalcon/,contacto@cintac.cl,,https://www.cintac.cl/el-vulcometal-o-metalcon/,2026-03-23 15:40:10.073200,True
solucionesintegralesangol.cl,129,"Constructor profesional en Angol. Especialistas en construcción residencial, comercial e industrial. Construcción de casas, edificios, renovaciones y mantenimiento en Angol. Cotiza tu proyecto de construcción.",+56 35172731,,2026-03-23 15:40:18.917277,0.0,desconocida,Construcción en Angol,https://solucionesintegralesangol.cl/,,,https://solucionesintegralesangol.cl/,2026-03-23 15:40:18.917281,True
construkit.cl,130,"¡Descubre CONSTRUKIT, casas industrializadas de alta calidad en Chile! Más de 40 años de experiencia en el desarrollo de Casas Industrializadas en Chile.",+56 9647 6004,,2026-03-23 15:40:27.862253,0.0,modular,CONSTRUKIT,https://www.construkit.cl/,construkit@rucantu.clWHATSAPP,,https://www.construkit.cl/,2026-03-23 15:40:27.862257,True
rucallapud.cl,131,"En Ruca Llapüd somos expertos en la construcción de casas, cabañas y tiny houses de calidad. Creamos proyectos a la medida en el sur de Chile, desde Chillán a Puerto Montt.",+56 71799610,,2026-03-23 15:40:31.860962,0.0,prefabricada,Ruca Llapüd,https://www.rucallapud.cl/,rucallapud@gmail.comNombreApellidoCorreo,,https://www.rucallapud.cl/,2026-03-23 15:40:31.860966,True
casasandes.cl,132,"Este know how es el que permite al equipo realizar una correcta gestión en el uso de los materiales, logrando altos estándares de calidad a precios muy convenientes para el exigente mercado de la vivienda.",+56 8843 2545,,2026-03-23 15:40:34.729399,0.0,prefabricada,Casas Andes – Proyectos de viviendas particulares y proyectos para constructoras.,https://www.casasandes.cl/,contacto@vpandes.cl,,https://www.casasandes.cl/,2026-03-23 15:40:34.729405,True
promet.cl,133,Combinamos innovación y sustentabilidad para crear proyectos de construcción modular habitacional que marcan la diferencia.,+56 22899915,,2026-03-23 15:40:42.384743,0.0,modular,Promet,https://www.promet.cl/promet-habitacional/,ventas@promet.cl,,https://www.promet.cl/promet-habitacional/,2026-03-23 15:40:42.384746,True
nordhaus.cl,134,"En los alrededores de Villarrica se emplaza este proyecto, con condiciones iniciales de alta pendiente...",,,2026-03-23 15:40:46.449619,0.0,desconocida,Nordhaus,https://www.nordhaus.cl/,contacto@nordhaus.cl,,https://www.nordhaus.cl/,2026-03-23 15:40:46.449623,True
comprador.mercadopublico.cl,135,BÃºsqueda de proveedores,,,2026-03-23 15:41:04.292233,0.0,desconocida,Mercado PÃºblico,https://comprador.mercadopublico.cl/busqueda,,,https://comprador.mercadopublico.cl/busqueda,2026-03-23 15:41:04.292237,True
casasnativoschile.cl,136,Ofertas de verano .. consulte disponibilidad y condiciones del servicio…,+56 59126865,,2026-03-23 15:41:11.750706,0.0,prefabricada,sitio web nativos chile,https://www.casasnativoschile.cl/,ventas@casasnativoschile.cl,,https://www.casasnativoschile.cl/,2026-03-23 15:41:11.750710,True
